,route stop id,stop number,address id,arrival time,departure time,stop type,unplanned,arrival_driver_id,departure_driver_id,bill_of_lading_id,number of orders,weight of orders,quantity of pieces on orders
22099,170455,1,371,09/19/2019 07:42,09/19/2019 08:10,,False,123.0,123.0,91082,1,360,2
29970,153988,1,270,05/21/2019 08:42,05/21/2019 11:21,,False,90.0,90.0,84728,3,13676,7
13115,8786,1,541,08/15/2016 08:44,08/15/2016 09:57,,False,,,31865,1,5446,6
920,149029,2,5181,04/17/2019 11:35,04/17/2019 12:57,,False,123.0,123.0,82784,1,12440,16
29078,106351,1,1214,08/13/2018 06:53,08/13/2018 07:35,,False,80.0,80.0,69088,2,6557,10
26309,36214,2,5629,02/13/2018 10:03,02/13/2018 10:21,,False,78.0,78.0,59913,2,9451,19
284,150117,5,123,04/25/2019 10:13,04/25/2019 10:28,,False,88.0,88.0,83191,1,1692,8
2318,35871,3,259,02/06/2018 08:22,02/06/2018 08:55,,False,76.0,76.0,59582,1,2160,9
30108,138095,1,505,02/21/2019 13:50,02/21/2019 14:39,,False,95.0,95.0,79451,1,48530,37
20544,161212,1,270,07/15/2019 11:54,07/15/2019 14:01,,False,118.0,118.0,87542,2,42396,67
12912,16020,2,102,01/13/2017 14:10,01/13/2017 14:30,,False,,,39029,1,36495,221
11680,10098,1,27,09/09/2016 12:50,09/09/2016 14:54,,False,,,32993,1,32708,9
20359,190288,4,371,01/30/2020 09:00,01/30/2020 09:30,,False,92.0,92.0,97935,1,1226,1
14234,189971,3,102,01/28/2020 10:59,01/28/2020 11:46,,False,93.0,93.0,97838,1,2126,4
20139,180078,4,1470,11/20/2019 08:46,11/20/2019 09:26,,False,78.0,78.0,94342,2,4452,0
12032,159062,2,275,06/26/2019 09:09,06/26/2019 09:23,,False,99.0,99.0,86707,2,1066,3
28843,102761,1,15,07/04/2018 07:12,07/04/2018 07:22,,False,107.0,107.0,67137,1,17095,5
23103,169974,2,40886,09/17/2019 09:27,09/17/2019 11:01,,False,120.0,120.0,90900,4,38518,56
7227,133922,3,410,01/30/2019 11:08,01/30/2019 11:56,,False,80.0,80.0,78086,3,23666,14
23503,100974,2,1646,06/20/2018 10:52,06/20/2018 12:36,,False,95.0,95.0,66409,1,10927,21
10348,33559,1,157,12/22/2017 07:42,12/22/2017 09:11,,False,,,57527,1,2054,32
3940,164355,1,34038,08/07/2019 09:58,08/07/2019 11:14,,False,77.0,77.0,88727,5,32754,25
759,188132,3,32,01/16/2020 17:58,01/16/2020 18:40,,False,131.0,131.0,97188,6,34900,327
26672,10207,2,261,09/12/2016 09:54,09/12/2016 11:52,,False,,,33066,1,153,2
13659,115234,3,408,09/21/2018 12:14,09/21/2018 13:08,,False,118.0,118.0,71139,3,14759,20
15023,110563,2,480,08/24/2018 11:07,08/24/2018 11:34,,False,103.0,103.0,69758,3,3735,44
9444,188256,5,43419,01/17/2020 14:26,01/17/2020 14:51,,False,77.0,77.0,97238,1,4862,37
5305,129398,2,28502,12/27/2018 09:57,12/27/2018 10:31,,False,95.0,95.0,76381,1,7351,323
28186,93689,2,465,05/04/2018 09:27,05/04/2018 13:31,,False,77.0,77.0,64161,1,448,1
28374,108078,5,677,08/10/2018 10:23,08/10/2018 10:39,,False,108.0,108.0,68996,1,1336,100
25356,129718,1,34742,01/02/2019 08:16,01/02/2019 08:27,,False,107.0,107.0,76508,1,73,1
19080,182041,2,32334,12/04/2019 11:11,12/04/2019 11:47,,False,135.0,135.0,94980,1,1523,57
2804,122389,2,2716,11/02/2018 10:12,11/02/2018 12:23,,False,121.0,121.0,73653,2,30295,33
779,8770,1,35,08/12/2016 13:28,08/12/2016 14:52,,False,,,31838,1,14069,6
15188,36191,2,29542,02/12/2018 10:50,02/12/2018 11:58,,False,74.0,74.0,59859,1,15470,6
1192,122617,4,4918,11/06/2018 16:47,11/06/2018 17:07,,False,82.0,82.0,73800,1,1524,35
17239,149055,2,130,04/29/2019 10:34,04/29/2019 12:00,,False,98.0,98.0,82793,1,42729,49
1037,8557,4,5629,08/09/2016 13:05,08/09/2016 14:02,,False,,,31630,2,10569,5
17403,170672,2,465,09/23/2019 11:28,09/23/2019 14:24,,False,77.0,77.0,91146,2,878,7
17251,94059,2,406,05/08/2018 08:26,05/08/2018 08:49,,False,78.0,78.0,64270,1,8921,20
18417,155576,9,28275,06/03/2019 11:29,06/03/2019 12:24,,False,78.0,78.0,85357,1,5302,38
25126,103311,1,373,07/10/2018 10:19,07/10/2018 11:03,,False,96.0,96.0,67355,1,5113,6
14362,119528,3,4494,10/16/2018 09:27,10/16/2018 09:50,,False,122.0,122.0,72616,1,8877,11
7922,140762,1,1231,03/06/2019 10:43,03/06/2019 11:30,,False,124.0,124.0,80203,2,25013,47
3071,122839,1,128,11/12/2018 10:47,11/12/2018 12:20,,False,95.0,95.0,73862,4,25395,71
22971,127880,4,608,12/12/2018 13:24,12/12/2018 13:38,,False,113.0,113.0,75732,5,24033,25
5573,142524,1,37353,03/14/2019 08:24,03/14/2019 09:24,,False,93.0,93.0,80726,1,38880,60
26923,101567,1,144,06/25/2018 06:19,06/25/2018 09:23,,False,85.0,85.0,66641,1,44575,67
29586,170628,1,15,09/20/2019 08:18,09/20/2019 08:59,,False,126.0,126.0,91129,2,6261,18
7779,3888,1,5676,05/09/2016 11:06,05/09/2016 13:10,,False,,,27538,1,40849,30
20500,187426,2,270,01/13/2020 08:43,01/13/2020 08:59,,False,118.0,118.0,96919,2,1088,23
24262,125861,3,468,11/27/2018 12:54,11/27/2018 13:22,,False,106.0,106.0,74851,2,10961,907
1566,9640,2,154,08/31/2016 12:41,08/31/2016 16:17,,False,,,32639,1,684,7
24993,120882,2,264,10/24/2018 09:45,10/24/2018 10:29,,False,108.0,108.0,73060,2,11299,176
17981,91736,1,120,04/20/2018 09:47,04/20/2018 10:26,,False,77.0,77.0,63409,2,20010,3
23530,181333,4,6308,11/27/2019 05:20,11/27/2019 06:46,,False,113.0,113.0,94744,1,1655,23
13383,105377,2,121,07/23/2018 11:49,07/23/2018 13:19,,False,116.0,116.0,68038,2,15525,36
29996,128024,1,560,12/13/2018 10:49,12/13/2018 14:50,,False,90.0,90.0,75779,2,4308,14
25779,110389,2,1676,08/23/2018 10:47,08/23/2018 11:43,,False,112.0,112.0,69678,1,13175,9
28182,136752,1,259,02/15/2019 07:16,02/15/2019 07:34,,False,126.0,126.0,79008,1,40852,14
28094,1790,3,221,03/24/2016 13:16,03/24/2016 13:27,,False,,,25519,1,400,1
22193,92651,3,342,04/27/2018 16:07,04/27/2018 17:19,,False,90.0,90.0,63770,2,4681,67
17679,95986,1,6273,05/21/2018 09:11,05/21/2018 10:23,,False,116.0,116.0,64935,6,8437,21
26751,102271,3,125,07/02/2018 11:52,07/02/2018 13:05,,False,114.0,114.0,66909,3,6344,24
18790,124881,2,1021,11/20/2018 08:18,11/20/2018 08:35,,False,101.0,101.0,74646,1,816,13
14940,93684,4,4,05/04/2018 13:36,05/04/2018 14:14,,False,107.0,107.0,64152,1,2260,6
9053,88751,1,31893,04/06/2018 10:13,04/06/2018 11:13,,False,82.0,82.0,62583,1,14714,11
13156,117947,1,72,10/05/2018 12:51,10/05/2018 13:47,,False,107.0,107.0,72044,1,0,30
30146,190198,1,230,01/29/2020 07:27,01/29/2020 08:48,,False,98.0,98.0,97851,2,1242,13
18591,132888,1,37003,01/24/2019 10:18,01/24/2019 13:10,,False,88.0,88.0,77756,1,27203,22
9385,10049,2,25,09/09/2016 14:52,09/09/2016 16:31,,False,,,33016,2,4968,15
4730,37195,3,663,02/28/2018 14:32,02/28/2018 14:49,,False,81.0,81.0,60751,1,2205,5
26578,170953,3,506,09/24/2019 08:08,09/24/2019 08:44,,False,113.0,113.0,91233,1,10503,5
21221,94898,3,132,05/11/2018 13:50,05/11/2018 15:04,,False,112.0,112.0,64519,4,1270,4
3143,172963,2,299,10/04/2019 11:57,10/04/2019 13:40,,False,106.0,106.0,91883,1,15455,69
10318,178784,10,244,11/13/2019 09:28,11/13/2019 09:42,,False,75.0,75.0,93859,1,965,1
24734,155012,1,29029,05/29/2019 08:18,05/29/2019 08:35,,False,99.0,99.0,85129,2,3668,14
19188,188054,7,758,01/17/2020 08:29,01/17/2020 09:03,,False,75.0,75.0,97150,1,1686,2
23855,184688,1,235,12/20/2019 10:16,12/20/2019 11:51,,False,106.0,106.0,95934,2,35138,135
13,159760,1,2503,07/03/2019 07:28,07/03/2019 07:46,,False,126.0,126.0,87033,1,2328,11
17101,147737,1,29204,04/09/2019 10:16,04/09/2019 11:47,,False,77.0,77.0,82266,2,7110,50
18866,149105,3,16,04/17/2019 14:55,04/17/2019 15:39,,False,116.0,116.0,82809,2,26520,23
10668,10906,4,5629,09/26/2016 11:04,09/26/2016 15:32,,False,,,33665,1,268,2
16476,150225,2,5004,04/25/2019 10:07,04/25/2019 10:50,,False,124.0,124.0,83223,1,1064,5
30753,165580,5,183,08/15/2019 08:05,08/15/2019 08:23,,False,113.0,113.0,89227,1,1088,2
6626,159721,1,465,07/02/2019 11:59,07/02/2019 13:40,,False,106.0,106.0,86987,2,35310,33
8568,155614,2,36754,06/03/2019 09:04,06/03/2019 09:26,,False,127.0,127.0,85381,1,6968,5
18716,152934,1,542,05/15/2019 08:18,05/15/2019 08:45,,False,98.0,98.0,84409,2,4875,35
29122,36633,1,382,02/20/2018 08:01,02/20/2018 08:45,,False,77.0,77.0,60272,4,34816,217
23634,149669,4,1305,04/25/2019 07:26,04/25/2019 07:50,,False,95.0,95.0,83027,1,4051,1
2381,147968,4,495,04/10/2019 06:45,04/10/2019 09:00,,False,88.0,86.0,82333,1,3444,7
11251,133123,1,53,01/25/2019 12:26,01/25/2019 18:17,,False,106.0,106.0,77848,1,47996,40
539,144419,1,37353,03/25/2019 08:08,03/25/2019 09:18,,False,93.0,93.0,81312,1,45000,25
30045,162097,10,5629,07/22/2019 14:22,07/22/2019 14:35,,False,80.0,80.0,87881,1,2270,2
30334,95648,3,5181,05/17/2018 15:15,05/17/2018 16:16,,False,106.0,106.0,64788,2,3194,4
17220,103428,3,869,07/11/2018 10:32,07/11/2018 12:35,,False,86.0,86.0,67413,1,1250,50
7232,147477,1,468,04/05/2019 08:56,04/05/2019 10:01,,False,127.0,127.0,82151,1,19091,25
13854,98240,1,734,06/04/2018 07:35,06/04/2018 08:09,,False,77.0,77.0,65578,1,12206,8
22815,122200,4,1177,11/01/2018 09:51,11/01/2018 10:10,,False,102.0,102.0,73396,2,2084,4
4397,3716,1,5741,05/04/2016 14:30,05/04/2016 14:51,,False,,,27341,1,46613,83
11286,155923,1,31646,07/15/2019 07:33,07/15/2019 08:15,,False,120.0,120.0,87524,2,38062,624
8308,109371,1,3960,08/17/2018 08:35,08/17/2018 09:17,,False,107.0,107.0,69402,3,2908,11
3117,137332,1,1041,02/18/2019 09:27,02/18/2019 09:45,,False,127.0,127.0,79223,1,4299,3
22149,145815,2,1470,03/29/2019 10:58,03/29/2019 11:24,,False,82.0,82.0,81718,4,15679,9
19521,113675,1,200,09/11/2018 10:28,09/11/2018 11:30,,False,93.0,93.0,70567,1,284,2
12960,96692,1,30994,05/24/2018 17:07,05/24/2018 19:15,,False,112.0,112.0,65166,1,584,34
6932,167231,4,128,08/29/2019 13:30,08/29/2019 14:02,,False,108.0,108.0,89883,2,28848,18
11022,101154,1,449,06/20/2018 14:12,06/20/2018 15:35,,False,116.0,116.0,66488,1,0,70
18937,169195,4,236,09/11/2019 11:11,09/11/2019 11:36,,False,124.0,124.0,90589,1,6773,4
29764,10826,5,167,09/23/2016 14:19,09/23/2016 15:29,,False,,,33611,1,8288,15
164,39015,1,799,03/29/2017 09:29,03/29/2018 09:29,,False,75.0,75.0,62266,1,14503,17
16202,169008,2,583,09/10/2019 08:31,09/10/2019 10:17,,False,84.0,84.0,90530,1,4769,25
18113,131017,3,37087,01/14/2019 11:13,01/14/2019 12:30,,False,88.0,88.0,77102,1,1427,10
15186,179488,2,53,11/15/2019 15:24,11/15/2019 16:45,,False,106.0,106.0,94117,6,18999,25
13712,182784,1,4552,12/10/2019 12:13,12/10/2019 13:06,,False,126.0,126.0,95245,1,47440,23
29098,8981,1,70,08/17/2016 09:33,08/17/2016 10:36,,False,,,31998,1,270,2
23281,185988,3,32899,01/03/2020 12:07,01/03/2020 16:03,,False,129.0,129.0,96405,2,5081,92
22166,165057,2,256,08/12/2019 13:21,08/12/2019 14:08,,False,131.0,131.0,89025,3,19118,49
2630,151035,3,6372,05/01/2019 12:28,05/01/2019 12:50,,False,131.0,131.0,83541,1,1021,15
13438,176134,2,943,10/24/2019 16:39,10/24/2019 18:00,,False,118.0,118.0,92915,1,18395,87
8857,189430,3,145,01/24/2020 12:06,01/24/2020 13:35,,False,114.0,114.0,97646,6,46896,40
24855,152200,3,5130,05/09/2019 06:37,05/09/2019 07:33,,False,116.0,116.0,84016,1,4896,18
16656,118591,3,4214,10/10/2018 14:04,10/10/2018 14:17,,False,76.0,76.0,72289,1,2448,25
30228,128872,2,197,12/19/2018 11:52,12/19/2018 13:11,,False,121.0,121.0,76126,1,44880,220
16649,157405,4,145,06/14/2019 09:48,06/14/2019 10:18,,False,114.0,114.0,86063,1,1758,3
20209,157522,5,257,06/17/2019 13:07,06/17/2019 14:25,,False,95.0,95.0,86058,1,45118,44
7715,160123,2,3487,07/05/2019 09:22,07/05/2019 13:28,,False,77.0,77.0,87135,3,49740,65
7518,144526,2,27,03/25/2019 15:13,03/25/2019 16:47,,False,76.0,76.0,81361,2,42713,38
30220,124868,3,102,11/20/2018 11:34,11/20/2018 13:10,,False,76.0,76.0,74595,1,9835,11
4819,156769,2,39951,06/14/2019 08:53,06/14/2019 09:02,,False,127.0,127.0,85997,1,1110,100
27098,99375,2,33211,06/08/2018 11:06,06/08/2018 12:31,,False,112.0,112.0,65844,1,21294,34
23872,186600,2,1054,01/08/2020 08:54,01/08/2020 08:56,,False,97.0,95.0,96641,1,8280,17
14485,36342,1,32,02/14/2018 15:13,02/14/2018 16:16,,False,83.0,83.0,59983,3,36222,63
21723,162745,3,31511,07/25/2019 11:46,07/25/2019 12:34,,False,76.0,76.0,88119,1,10012,4
7995,158405,3,8412,06/24/2019 15:09,06/24/2019 15:41,,False,106.0,106.0,86448,1,3267,45
7032,124223,3,9,11/15/2018 13:49,11/15/2018 14:13,,False,95.0,95.0,74412,1,4414,16
23208,119150,1,701,10/12/2018 12:07,10/12/2018 13:27,,False,118.0,118.0,72194,2,3864,32
12121,95015,2,93,05/14/2018 12:55,05/14/2018 13:30,,False,90.0,90.0,64549,1,25394,23
9065,167366,1,28806,08/28/2019 14:40,08/28/2019 14:42,,False,89.0,89.0,89938,1,6241,83
23522,2504,3,5530,04/08/2016 12:22,04/08/2016 13:59,,False,,,26205,1,243,2
21030,93070,1,32,05/01/2018 12:56,05/01/2018 13:56,,False,76.0,76.0,63906,2,46927,86
25258,123761,1,517,11/13/2018 08:26,11/13/2018 09:18,,False,108.0,108.0,74235,1,13610,20
3545,3917,4,5763,05/09/2016 13:10,05/09/2016 15:43,,False,,,27547,1,3337,1
7146,174832,2,53,10/16/2019 11:06,10/16/2019 13:11,,False,93.0,93.0,92491,1,1820,1
17075,119211,5,291,10/15/2018 11:08,10/15/2018 11:49,,False,121.0,121.0,72464,3,29133,110
2579,186637,6,52,01/09/2020 07:56,01/09/2020 08:23,,False,75.0,75.0,96647,4,17170,161
18713,169314,5,61,09/12/2019 13:05,09/12/2019 13:16,,False,108.0,108.0,90657,1,836,2
25275,97837,1,373,06/01/2018 09:43,06/01/2018 10:48,,False,112.0,112.0,65440,1,10546,44
19765,16038,3,560,01/13/2017 12:45,01/13/2017 13:00,,False,,,39020,1,4620,17
7058,178552,7,244,11/12/2019 06:52,11/12/2019 07:27,,False,75.0,75.0,93794,1,7010,13
29192,164837,6,222,08/09/2019 13:16,08/09/2019 13:29,,False,78.0,78.0,88924,1,433,1
26059,121489,1,15,10/27/2018 08:56,10/27/2018 10:38,,False,77.0,77.0,73295,1,42541,50
20739,154803,2,549,05/28/2019 12:42,05/28/2019 13:31,,False,106.0,106.0,85048,1,306,20
17039,22265,1,371,05/16/2017 08:47,05/16/2017 12:06,,False,,,45602,1,1085,2
9283,188219,2,312,01/17/2020 10:32,01/17/2020 11:15,,False,108.0,108.0,97221,1,13510,470
24228,91629,1,15,04/20/2018 12:59,04/20/2018 14:00,,False,89.0,89.0,63420,6,15467,23
23179,17576,1,259,02/09/2017 06:45,02/09/2017 07:35,,False,,,40393,1,45761,29
17229,164427,7,221,08/07/2019 10:29,08/07/2019 11:58,,False,78.0,78.0,88768,2,1360,2
26555,183679,1,492,12/13/2019 10:56,12/13/2019 11:43,,False,134.0,134.0,95565,1,2958,11
11241,143940,4,28275,03/21/2019 11:16,03/22/2019 03:08,,False,80.0,80.0,81162,2,22588,32
13159,116097,2,71,09/27/2018 10:13,09/27/2018 11:29,,False,116.0,116.0,71506,2,13261,84
843,179733,1,40300,11/18/2019 09:34,11/18/2019 11:02,,False,106.0,106.0,94213,1,18720,66
28045,34133,3,261,01/05/2018 11:43,01/05/2018 12:06,,False,74.0,74.0,58045,3,4288,31
19466,130297,2,210,01/08/2019 11:59,01/08/2019 12:18,,False,107.0,107.0,76648,1,9800,4
561,113707,2,33799,09/12/2018 08:59,09/12/2018 09:52,,False,121.0,121.0,70576,2,27642,59
26693,112857,1,34038,09/05/2018 08:02,09/05/2018 08:27,,False,81.0,81.0,70274,1,8888,6
15768,186328,5,1012,01/07/2020 09:33,01/07/2020 13:41,,False,78.0,78.0,96548,1,1466,23
20274,101427,1,506,06/22/2018 07:06,06/22/2018 10:48,,False,78.0,78.0,66591,1,31035,14
3500,37636,1,194,03/08/2018 08:11,03/08/2018 09:52,,False,82.0,82.0,61178,4,6333,9
26079,159119,2,300,06/27/2019 11:59,06/27/2019 13:10,,False,112.0,112.0,86740,5,7047,14
17999,172957,4,842,10/04/2019 10:04,10/04/2019 10:12,,False,126.0,126.0,91882,1,3000,5
9028,114515,2,815,09/17/2018 15:52,09/17/2018 16:25,,False,118.0,118.0,70913,1,2619,1
12058,120191,1,261,10/22/2018 14:52,10/22/2018 14:59,,False,76.0,76.0,72899,1,191,4
23336,164695,1,32,08/09/2019 13:40,08/09/2019 15:36,,False,89.0,89.0,88849,1,42700,39
4145,174402,2,560,10/14/2019 11:57,10/14/2019 13:10,,False,124.0,124.0,92351,2,1665,6
23297,143994,3,100,03/21/2019 10:01,03/21/2019 10:40,,False,126.0,126.0,81177,2,27338,4
16894,117741,1,249,10/04/2018 10:39,10/04/2018 12:40,,False,95.0,95.0,71958,2,1771,120
9927,99397,1,560,06/08/2018 12:05,06/08/2018 13:13,,False,74.0,74.0,65858,1,46725,31
18023,94344,1,128,05/10/2018 10:42,05/10/2018 11:45,,False,113.0,113.0,64356,4,13406,18
13513,148861,2,32,04/16/2019 11:54,04/16/2019 13:34,,False,106.0,106.0,82717,3,9347,64
5834,123516,1,119,11/12/2018 08:33,11/12/2018 08:56,,False,113.0,113.0,74097,2,14263,18
1793,170894,5,32176,09/26/2019 14:52,09/26/2019 15:18,,False,108.0,108.0,91374,1,7680,1
203,105650,3,1778,07/25/2018 12:08,07/25/2018 12:30,,False,80.0,80.0,68149,2,18574,7
154,111016,3,163,08/28/2018 09:55,08/28/2018 10:29,,False,114.0,114.0,69854,1,12540,4
6209,117384,1,3141,10/02/2018 09:27,10/02/2018 10:10,,False,81.0,81.0,71793,2,9741,16
3562,110068,1,34281,08/22/2018 03:56,08/22/2018 08:41,,False,77.0,77.0,69564,1,46896,20
15289,130553,1,31269,01/09/2019 09:02,01/09/2019 09:47,,False,123.0,123.0,76831,1,2094,4
6279,188532,2,1571,01/20/2020 09:29,01/20/2020 10:12,,False,112.0,112.0,97330,3,10958,56
11257,93688,1,583,05/04/2018 10:55,05/04/2018 11:16,,False,76.0,76.0,64160,1,1154,8
4604,151401,1,6327,05/03/2019 08:55,05/03/2019 10:39,,False,124.0,124.0,83689,1,43480,35
17100,168323,2,27,09/05/2019 12:19,09/05/2019 15:37,,False,76.0,76.0,90289,1,17770,10
25874,122930,4,293,11/07/2018 12:44,11/07/2018 12:58,,False,114.0,114.0,73899,1,239,1
21014,34728,3,768,01/18/2018 12:04,01/18/2018 12:20,,False,89.0,89.0,58569,1,944,7
16546,186134,1,311,01/06/2020 08:45,01/06/2020 09:37,,False,107.0,107.0,96470,5,7905,8
7805,101894,4,769,06/27/2018 11:06,06/27/2018 11:55,,False,78.0,78.0,66758,2,10158,16
643,160396,6,506,07/09/2019 09:33,07/09/2019 09:56,,False,80.0,80.0,87238,4,952,11
15216,154324,3,147,05/23/2019 15:13,05/23/2019 15:38,,False,124.0,124.0,84858,3,2869,9
4246,131802,1,1040,01/18/2019 08:30,01/18/2019 09:12,,False,102.0,102.0,77481,1,1975,28
13677,117775,2,28284,10/05/2018 16:38,10/05/2018 16:57,,False,90.0,90.0,71975,2,4419,7
22747,164693,1,32,08/08/2019 13:56,08/08/2019 16:09,,False,107.0,107.0,88846,3,45283,45
10073,109586,3,237,08/20/2018 11:11,08/20/2018 11:53,,False,93.0,93.0,69466,2,4045,11
18316,131202,1,381,01/15/2019 08:27,01/15/2019 09:50,,False,81.0,81.0,77183,2,5892,11
683,172254,1,35914,10/01/2019 06:33,10/01/2019 07:00,,False,98.0,98.0,91576,1,5440,2
29497,180061,1,5406,11/20/2019 10:39,11/20/2019 11:26,,False,77.0,77.0,94335,2,1048,7
25717,190790,4,225,01/31/2020 10:57,01/31/2020 11:58,,False,124.0,124.0,98095,1,6744,11
29073,98620,3,333,06/05/2018 12:36,06/05/2018 12:49,,False,114.0,114.0,65632,1,1160,1
4508,119349,2,6249,10/15/2018 09:20,10/15/2018 09:32,,False,98.0,98.0,72525,1,6705,44
17359,177159,2,395,10/31/2019 09:50,10/31/2019 10:08,,False,93.0,93.0,93329,1,801,15
20402,93605,2,560,05/04/2018 11:44,05/04/2018 13:44,,False,91.0,91.0,64107,1,783,1
5168,114015,1,381,09/13/2018 10:32,09/13/2018 11:43,,False,81.0,81.0,70709,2,25476,19
6963,113895,3,1218,09/12/2018 12:00,09/12/2018 12:36,,False,106.0,106.0,70655,1,2444,13
22648,119861,5,3492,10/18/2018 15:11,10/18/2018 15:45,,False,80.0,80.0,72757,1,11087,35
14660,184392,2,438,12/18/2019 13:57,12/18/2019 17:05,,False,124.0,124.0,95817,2,12499,7
9115,165367,2,1816,08/14/2019 13:50,08/14/2019 16:39,,False,80.0,80.0,89164,3,2431,3
18064,37227,3,160,03/01/2018 14:51,03/01/2018 16:03,,False,107.0,107.0,60814,3,17651,23
2103,9992,1,107,09/08/2016 12:05,09/08/2016 15:19,,False,,,32966,2,6140,6
16676,121786,4,222,10/30/2018 12:34,10/30/2018 13:08,,False,108.0,108.0,73386,1,6625,-5
9599,147025,6,32334,04/03/2019 08:58,04/03/2019 09:10,,False,104.0,104.0,82016,1,1202,40
10326,168332,2,943,09/05/2019 13:37,09/05/2019 14:34,,False,118.0,118.0,90291,1,1905,12
24310,108007,2,27,08/09/2018 15:55,08/09/2018 16:30,,False,89.0,89.0,68962,1,1409,2
3638,153029,1,30762,05/15/2019 08:47,05/15/2019 10:59,,False,118.0,118.0,84342,1,32910,268
2484,149760,1,5576,04/23/2019 10:52,04/23/2019 11:22,,False,127.0,127.0,83056,2,2362,3
8416,100274,2,91,06/14/2018 10:08,06/14/2018 10:50,,False,107.0,107.0,66108,1,35497,39
23753,35669,3,311,02/02/2018 12:05,02/02/2018 12:53,,False,94.0,94.0,59405,4,24050,8
14279,148321,3,5208,04/11/2019 15:14,04/11/2019 15:42,,False,93.0,93.0,82490,1,897,1
26210,164037,6,194,08/05/2019 09:35,08/05/2019 10:14,,False,80.0,80.0,88612,1,9109,8
480,136404,1,560,02/13/2019 09:36,02/13/2019 11:56,,False,123.0,123.0,78869,1,43227,101
7112,4122,1,5779,05/12/2016 10:33,05/12/2016 10:39,,False,,,27757,1,650,6
21404,121948,2,169,10/31/2018 10:39,10/31/2018 11:10,,False,85.0,85.0,73464,2,11098,121
13256,160358,6,37154,07/09/2019 15:07,07/09/2019 15:19,,False,108.0,108.0,87219,1,1080,4
6499,115614,8,738,09/24/2018 13:58,09/24/2018 14:11,,False,76.0,76.0,71282,1,1043,28
15460,175197,4,99,10/18/2019 07:27,10/18/2019 07:53,,False,113.0,113.0,92601,2,7834,32
19689,95080,2,734,05/14/2018 08:38,05/14/2018 09:05,,False,97.0,97.0,64586,2,27677,8
2538,133426,3,27,01/28/2019 11:30,01/28/2019 12:43,,False,124.0,124.0,77952,2,26154,11
15322,130547,1,5295,01/09/2019 09:14,01/09/2019 11:20,,False,124.0,124.0,76830,1,7894,3
17741,185099,5,8383,12/24/2019 10:24,12/24/2019 10:44,,False,114.0,114.0,96085,1,2287,1
18296,116130,4,4581,09/27/2018 14:40,09/27/2018 15:32,,False,81.0,81.0,71514,1,7769,10
26246,187565,6,167,01/14/2020 09:51,01/14/2020 10:51,,False,114.0,114.0,96983,1,3960,5
4326,17552,4,5734,02/09/2017 14:05,02/09/2017 14:25,,False,,,40412,2,4388,31
3719,154242,6,802,05/22/2019 15:24,05/22/2019 15:50,,False,107.0,107.0,84780,1,85,5
3363,38061,1,96,03/15/2018 07:40,03/15/2018 08:42,,False,82.0,82.0,61512,2,2040,4
14045,171218,9,6298,09/25/2019 11:18,09/25/2019 12:29,,False,80.0,80.0,91326,2,22933,29
18158,143389,4,159,03/19/2019 09:53,03/19/2019 10:52,,False,88.0,88.0,80981,1,550,4
25196,174831,1,588,10/16/2019 14:12,10/16/2019 15:05,,False,118.0,118.0,92490,1,40352,62
10851,183777,3,446,12/16/2019 10:10,12/16/2019 11:30,,False,107.0,107.0,95607,1,40000,25
6289,122210,2,300,11/01/2018 09:15,11/01/2018 11:33,,False,77.0,77.0,73569,4,38767,88
6698,143723,3,121,03/20/2019 14:35,03/20/2019 15:09,,False,124.0,124.0,81093,2,6258,41
27973,178290,2,53,11/08/2019 12:01,11/08/2019 13:43,,False,93.0,93.0,93715,1,35322,46
27582,33761,2,100,12/28/2017 12:16,12/28/2017 12:45,,False,83.0,83.0,57715,1,10800,4
12690,151360,5,1160,05/03/2019 12:02,05/03/2019 12:28,,False,108.0,108.0,83673,1,1111,4
18868,186641,5,37863,01/08/2020 13:38,01/08/2020 14:31,,False,114.0,114.0,96647,2,1494,26
9563,148038,6,8449,04/10/2019 10:28,04/10/2019 11:38,,False,80.0,80.0,82386,1,5691,15
7512,145286,2,16,03/27/2019 15:28,03/27/2019 16:02,,False,127.0,127.0,81565,3,3199,5
30650,158948,4,222,06/26/2019 06:57,06/26/2019 07:35,,False,80.0,80.0,86663,1,1377,1
13478,180119,1,1490,11/20/2019 07:51,11/20/2019 08:17,,False,124.0,124.0,94354,1,48760,14
9729,107920,2,179,08/09/2018 12:53,08/09/2018 13:15,,False,95.0,95.0,68930,3,918,4
9756,165931,1,869,08/19/2019 08:42,08/20/2019 01:56,,False,85.0,85.0,89357,1,960,10
6355,2814,2,198,04/14/2016 09:25,04/14/2016 10:49,,False,,,26435,1,2705,7
5345,135266,2,769,02/06/2019 08:06,02/06/2019 09:21,,False,80.0,80.0,78495,2,7963,17
6419,157599,1,166,06/17/2019 08:03,06/17/2019 08:31,,False,107.0,107.0,86145,1,2202,4
21934,129366,2,769,12/27/2018 12:01,12/27/2018 13:22,,False,82.0,82.0,76363,2,1350,4
4640,145536,3,2795,03/28/2019 13:15,03/28/2019 14:14,,False,114.0,114.0,81613,1,5595,7
16754,180066,8,30235,11/21/2019 12:08,11/21/2019 12:31,,False,113.0,113.0,94337,2,37530,20
25854,186060,1,686,01/06/2020 08:56,01/06/2020 10:09,,False,98.0,98.0,96440,1,14846,12
