route stop id,address id,arrival time,departure time,number of orders,weight of orders,quantity of pieces on orders
1349,5440,03/16/2016 09:26,03/16/2016 09:43,1,580,1
107173,560,08/03/2018 11:53,08/03/2018 13:36,1,40953,75
111198,34460,08/29/2018 09:23,08/29/2018 13:42,1,3978,1
113749,27957,09/19/2018 11:21,09/19/2018 12:43,1,48048,182
122552,36038,11/05/2018 09:30,11/05/2018 09:58,1,7801,27
35440,147,01/30/2018 10:07,01/30/2018 10:51,1,10085,18
109516,4378,08/20/2018 12:46,08/20/2018 13:12,1,39240,8
156016,902,06/05/2019 10:08,06/05/2019 11:05,1,31875,17
7028,27,07/12/2016 11:26,07/12/2016 12:30,1,978,2
126346,32,12/01/2018 08:07,12/01/2018 09:05,1,42443,10
186243,381,01/07/2020 07:35,01/07/2020 09:16,3,5010,4
189033,943,01/22/2020 10:52,01/22/2020 11:38,1,0,2
147459,1564,04/05/2019 09:22,04/05/2019 09:48,1,3990,4
99939,119,06/14/2018 08:29,06/14/2018 10:52,1,4789,12
16512,720,01/20/2017 10:00,01/20/2017 10:30,1,2500,1
145898,1063,03/29/2019 10:57,03/29/2019 11:16,1,9924,6
155804,84,06/04/2019 11:14,06/04/2019 13:21,1,16105,17
165155,5996,08/13/2019 13:10,08/13/2019 13:34,1,8614,5
103428,869,07/11/2018 10:32,07/11/2018 12:35,1,1250,50
175011,235,10/17/2019 08:13,10/17/2019 08:49,2,4424,47
117407,6327,10/02/2018 16:08,10/02/2018 17:01,1,12720,90
175826,1816,10/23/2019 15:17,10/23/2019 15:43,2,1631,2
105053,106,07/20/2018 08:18,07/20/2018 08:53,1,2905,1
3699,799,05/04/2016 16:11,05/04/2016 17:00,1,11794,8
129331,237,12/26/2018 09:23,12/26/2018 09:48,1,3600,3
154797,27,05/29/2019 13:20,05/29/2019 16:23,1,16250,7
96054,195,05/21/2018 16:03,05/21/2018 16:58,1,1000,17
164427,221,08/07/2019 10:29,08/07/2019 11:58,2,1360,2
35005,71,01/23/2018 07:56,01/23/2018 09:00,1,2556,18
170491,5232,09/19/2019 09:59,09/19/2019 11:24,3,4308,18
118467,4,10/10/2018 13:51,10/10/2018 15:04,2,3407,9
127989,32,12/12/2018 12:52,12/12/2018 13:30,3,4393,10
134692,356,02/04/2019 08:06,02/04/2019 08:36,1,7752,19
99526,194,06/11/2018 09:20,06/11/2018 09:39,1,390,3
102083,6273,06/28/2018 07:30,06/28/2018 08:16,4,7631,11
89924,408,04/12/2018 13:55,04/12/2018 15:03,1,1286,4
138925,37479,02/26/2019 12:09,02/26/2019 12:53,2,16238,44
149055,130,04/29/2019 10:34,04/29/2019 12:00,1,42729,49
181875,99,12/04/2019 10:02,12/04/2019 11:04,1,8046,81
159905,102,07/03/2019 06:53,07/03/2019 07:03,2,45572,25
115721,943,09/25/2018 08:48,09/25/2018 09:37,2,16804,123
110713,409,08/27/2018 09:30,08/27/2018 10:12,1,29754,462
123458,4,11/09/2018 15:06,11/09/2018 15:54,3,22361,40
161690,347,07/18/2019 07:08,07/18/2019 07:29,1,3376,25
172597,41839,10/03/2019 11:37,10/03/2019 12:09,1,532,4
153555,102,05/17/2019 11:09,05/17/2019 13:28,1,16097,12
168700,28509,09/10/2019 10:54,09/10/2019 18:08,3,16369,21
170259,446,09/19/2019 12:53,09/19/2019 13:53,1,4794,6
150609,408,04/29/2019 11:55,04/29/2019 15:01,6,35834,44
94059,406,05/08/2018 08:26,05/08/2018 08:49,1,8921,20
151052,29860,05/02/2019 08:45,05/02/2019 09:37,3,11403,16
180486,38893,11/21/2019 09:20,11/21/2019 10:15,2,2374,33
130567,32947,01/09/2019 09:39,01/09/2019 10:03,1,45760,9
164884,132,08/09/2019 12:21,08/09/2019 13:06,2,37372,24
105749,256,07/25/2018 15:49,07/25/2018 16:39,1,4239,2
10356,259,09/14/2016 11:39,09/14/2016 13:07,2,34507,35
157343,774,06/14/2019 10:38,06/14/2019 11:22,1,4799,6
96918,32,05/25/2018 13:22,05/25/2018 13:53,2,14182,36
139488,560,02/28/2019 17:00,02/28/2019 17:15,1,5469,14
36543,61,02/19/2018 11:30,02/19/2018 13:24,4,31888,26
130750,1040,01/10/2019 11:55,01/10/2019 12:23,2,11265,25
106184,395,07/27/2018 09:10,07/27/2018 09:34,1,2256,300
181754,237,12/03/2019 10:07,12/03/2019 10:19,1,4885,2
135258,202,02/06/2019 10:13,02/06/2019 10:54,7,16985,15
153076,28275,05/15/2019 11:41,05/15/2019 12:12,1,2261,2
37760,29,03/09/2018 15:30,03/09/2018 16:28,3,3629,12
137938,532,02/20/2019 12:17,02/20/2019 12:33,2,4596,7
146130,37353,04/01/2019 07:11,04/01/2019 08:17,1,41552,280
36734,27,02/21/2018 10:05,02/21/2018 10:51,1,6970,10
1076,97,03/09/2016 10:51,03/10/2016 06:22,1,370,1
141042,29204,03/11/2019 09:52,03/11/2019 11:02,1,44814,96
95890,32806,05/18/2018 11:15,05/21/2018 00:30,1,3579,4
135325,33605,02/06/2019 12:11,02/06/2019 13:45,1,4585,3
39222,31646,05/10/2018 10:37,05/10/2018 11:25,2,18346,175
137821,119,02/20/2019 11:30,02/20/2019 12:56,4,12290,7
132474,61,01/22/2019 09:02,01/22/2019 09:34,1,3180,1
134225,145,01/31/2019 12:23,01/31/2019 12:58,7,6792,23
140673,1231,03/06/2019 15:16,03/06/2019 16:05,1,45420,26
151834,33799,05/07/2019 10:54,05/07/2019 11:58,1,27296,33
149499,38910,04/22/2019 10:15,04/22/2019 11:00,1,48320,24
183453,5100,12/12/2019 10:53,12/12/2019 11:25,1,3844,16
12327,300,10/24/2016 14:00,10/24/2016 14:43,3,6220,18
91627,259,04/20/2018 13:27,04/20/2018 13:55,3,8498,8
126515,5207,12/03/2018 13:02,12/03/2018 13:25,1,11262,72
164903,373,08/09/2019 10:54,08/09/2019 11:11,1,4282,4
113709,34770,09/12/2018 07:58,09/12/2018 08:36,1,8344,12
176885,1657,10/30/2019 09:17,10/30/2019 09:52,1,693,1
124287,160,11/15/2018 08:06,11/15/2018 08:22,1,671,8
177543,5091,11/04/2019 11:26,11/04/2019 11:36,1,3564,8
127008,6082,12/05/2018 10:47,12/05/2018 12:55,2,34297,25
114866,5406,09/18/2018 10:41,09/18/2018 13:02,2,14555,24
6126,388,06/22/2016 12:46,06/22/2016 13:44,1,302,5
127343,541,12/07/2018 06:01,12/07/2018 06:31,1,10110,65
2612,139,04/11/2016 10:26,04/11/2016 14:06,1,454,2
107368,6,08/06/2018 08:51,08/06/2018 10:01,1,47296,35
186801,81,01/08/2020 12:44,01/08/2020 13:17,1,19413,178
33746,53,12/28/2017 09:19,12/28/2017 12:56,2,18759,18
11290,118,10/04/2016 15:37,10/05/2016 07:34,2,18799,65
128817,293,12/19/2018 13:00,12/19/2018 13:27,1,3125,22
142996,5629,03/18/2019 09:11,03/18/2019 10:28,6,18018,28
157970,4,06/19/2019 13:13,06/19/2019 14:08,2,5259,20
173713,68,10/09/2019 07:58,10/09/2019 08:28,1,380,1
140825,53,03/06/2019 11:23,03/06/2019 13:50,2,43701,44
99713,90,06/12/2018 08:38,06/12/2018 08:59,1,1502,25
135971,29340,02/11/2019 08:33,02/11/2019 09:11,1,12850,3
183181,39595,12/11/2019 12:39,12/11/2019 13:09,1,2808,60
96511,30161,05/23/2018 14:33,05/23/2018 14:52,1,2282,7
147257,6372,04/04/2019 10:28,04/04/2019 10:50,1,638,10
157016,505,06/12/2019 07:59,06/12/2019 08:56,1,37482,114
8424,1549,08/08/2016 11:32,08/08/2016 12:03,1,49600,14
154768,302,05/28/2019 07:24,05/28/2019 10:32,3,94538,4
155087,29496,05/30/2019 09:36,05/30/2019 10:22,1,6053,9
160625,30014,07/10/2019 10:16,07/10/2019 11:10,1,18320,12
95640,160,05/17/2018 10:16,05/17/2018 12:45,3,4960,7
125270,71,11/26/2018 06:50,11/26/2018 07:58,6,7024,88
94756,576,05/11/2018 10:19,05/11/2018 11:01,1,3216,6
150360,300,04/26/2019 11:13,04/26/2019 14:30,5,23322,105
166731,35000,08/23/2019 11:03,08/23/2019 11:21,1,4545,29
89368,222,04/10/2018 08:42,04/10/2018 08:49,2,1788,2
169826,11,09/16/2019 13:32,09/16/2019 14:27,1,4896,17
127099,99,12/06/2018 11:26,12/06/2018 11:52,1,13440,5
177498,29665,11/04/2019 15:40,11/04/2019 16:35,4,6636,11
183781,249,12/16/2019 08:07,12/16/2019 09:14,2,38112,65
185167,145,12/26/2019 12:07,12/26/2019 17:28,2,46768,94
95322,541,05/16/2018 09:32,05/16/2018 09:55,1,1123,22
146450,181,04/08/2019 08:17,04/08/2019 09:17,2,11330,13
142094,629,03/12/2019 07:55,03/12/2019 08:51,1,13804,30
165426,8213,08/14/2019 09:28,08/14/2019 10:19,1,27342,43
141075,29028,03/07/2019 12:16,03/07/2019 12:29,1,3063,29
153937,39500,05/21/2019 12:26,05/21/2019 12:53,1,300,1
38380,558,03/21/2018 07:51,03/21/2018 08:41,3,34536,194
92488,160,04/26/2018 11:38,04/26/2018 11:58,1,2555,7
35510,106,01/31/2018 12:17,01/31/2018 12:39,1,383,14
167730,38893,09/04/2019 10:54,09/04/2019 12:17,1,7717,21
143549,142,04/01/2019 12:49,04/01/2019 15:08,1,49230,37
39177,29916,04/02/2018 14:11,04/02/2018 14:21,1,345,1
149277,446,04/18/2019 14:49,04/18/2019 15:51,1,10974,26
155356,30762,05/31/2019 11:51,05/31/2019 14:38,1,49000,125
149652,2812,04/23/2019 08:51,04/23/2019 09:11,1,1650,1
104208,1043,07/16/2018 07:44,07/16/2018 08:51,1,21893,220
143842,35914,03/22/2019 09:13,03/22/2019 09:59,1,43606,11
184169,742,12/18/2019 12:08,12/18/2019 13:53,1,37720,23
123734,74,11/13/2018 06:51,11/13/2018 07:14,1,10976,14
125801,6298,11/27/2018 10:27,11/27/2018 10:46,2,838,11
109960,560,08/21/2018 14:43,08/21/2018 15:32,1,4428,17
153450,194,05/17/2019 07:32,05/17/2019 08:58,1,4930,3
185479,6308,12/31/2019 07:24,12/31/2019 07:38,1,1196,3
16467,560,01/19/2017 11:15,01/19/2017 11:40,1,490,1
169104,495,09/11/2019 15:42,09/11/2019 16:51,1,8578,10
126671,147,12/04/2018 09:49,12/04/2018 10:02,1,345,1
170250,311,09/19/2019 10:02,09/19/2019 10:43,2,4209,6
162127,132,07/22/2019 10:53,07/22/2019 12:00,3,7307,51
179646,183,11/18/2019 09:20,11/18/2019 09:47,1,1889,10
114674,34931,09/18/2018 08:22,09/18/2018 08:34,1,2280,1
129019,36832,12/20/2018 13:36,12/20/2018 15:54,1,34320,24
146574,410,04/02/2019 07:30,04/02/2019 08:30,1,8060,16
177159,395,10/31/2019 09:50,10/31/2019 10:08,1,801,15
177309,446,11/01/2019 12:40,11/01/2019 13:56,2,5513,18
165597,28509,08/19/2019 07:58,08/19/2019 10:37,1,5112,7
38212,15,03/16/2018 16:26,03/16/2018 17:09,6,19628,24
116133,588,09/27/2018 12:05,09/27/2018 13:20,2,22781,37
179993,36115,11/19/2019 09:44,11/19/2019 10:01,1,98,1
101974,32582,06/27/2018 11:30,06/27/2018 12:44,2,19180,35
154847,37363,05/28/2019 12:27,05/28/2019 13:22,1,13340,13
100461,132,06/15/2018 12:25,06/15/2018 13:26,5,13878,75
150473,259,04/29/2019 09:04,04/29/2019 10:20,2,44045,39
123644,1775,11/12/2018 09:28,11/12/2018 10:36,2,18164,71
104801,29621,07/19/2018 14:07,07/19/2018 16:18,4,9636,22
153077,1214,05/15/2019 10:02,05/15/2019 10:51,1,8872,13
102281,19,06/29/2018 15:56,06/29/2018 17:32,1,911,2
98531,194,06/05/2018 09:05,06/05/2018 10:03,2,882,8
160133,202,07/05/2019 10:37,07/05/2019 11:47,5,31192,10
4384,194,05/18/2016 08:54,05/18/2016 13:03,1,5400,6
37295,300,03/02/2018 11:30,03/02/2018 13:49,9,40913,56
95224,7575,05/15/2018 11:41,05/15/2018 11:49,1,4596,3
153589,4412,05/17/2019 08:40,05/17/2019 08:56,1,2479,2
110208,132,08/22/2018 10:51,08/22/2018 12:02,2,16065,7
101398,32866,06/22/2018 12:08,06/22/2018 13:17,1,0,8
123614,240,11/12/2018 11:27,11/12/2018 11:41,1,8983,6
139268,11,02/27/2019 09:52,02/27/2019 10:16,1,3720,1
149110,943,04/17/2019 14:18,04/17/2019 14:26,1,4527,12
165990,394,08/19/2019 07:34,08/19/2019 08:03,4,1712,6
166763,560,08/23/2019 09:12,08/23/2019 09:48,2,3495,3
139522,1076,02/28/2019 15:57,02/28/2019 17:20,1,9779,14
8742,183,08/12/2016 11:44,08/12/2016 12:30,2,23957,12
154371,39482,05/23/2019 11:57,05/23/2019 13:18,1,36992,68
155253,34038,05/31/2019 09:58,05/31/2019 11:03,3,26550,88
171108,41722,09/25/2019 10:34,09/25/2019 12:51,1,9182,7
176900,382,10/30/2019 11:06,10/30/2019 11:29,2,21719,17
122758,10892,11/07/2018 16:42,11/07/2018 17:14,1,3135,37
10812,73,09/23/2016 10:27,09/23/2016 14:18,9,12095,546
167478,15,08/29/2019 12:35,08/29/2019 14:02,3,39218,164
172041,31485,09/30/2019 12:26,09/30/2019 12:28,1,13,1
147780,37785,04/09/2019 06:38,04/09/2019 11:51,1,38416,196
103028,386,07/06/2018 12:05,07/06/2018 12:28,3,12939,4
122392,36003,11/05/2018 10:36,11/05/2018 11:21,1,4780,8
156655,39917,06/10/2019 08:27,06/10/2019 08:54,1,588,6
38799,102,03/27/2018 12:33,03/27/2018 13:49,1,1300,9
106864,9,08/02/2018 07:44,08/02/2018 07:58,1,270,1
35994,200,02/08/2018 11:47,02/08/2018 13:33,2,14270,100
170672,465,09/23/2019 11:28,09/23/2019 14:24,2,878,7
174412,342,10/14/2019 08:40,10/14/2019 08:50,1,490,1
158426,145,06/21/2019 11:54,06/21/2019 13:35,4,26921,133
188586,1735,01/20/2020 06:03,01/20/2020 06:45,1,188,2
6569,84,06/30/2016 13:51,06/30/2016 14:37,1,536,2
38316,256,03/20/2018 10:27,03/20/2018 10:51,1,2051,5
161597,6372,07/17/2019 08:57,07/17/2019 09:32,1,1680,3
123455,84,11/09/2018 11:22,11/09/2018 11:46,1,789,6
165943,61,08/19/2019 09:08,08/19/2019 10:36,3,3026,67
120332,130,10/22/2018 10:17,10/22/2018 15:27,1,45184,47
142368,2716,03/13/2019 08:30,03/13/2019 10:17,1,48202,33
88765,100,04/05/2018 07:34,04/05/2018 08:57,1,48616,35
165124,4,08/13/2019 11:37,08/13/2019 12:57,1,22771,8
152873,181,05/14/2019 10:52,05/14/2019 11:29,2,1795,3
175311,408,10/18/2019 08:52,10/18/2019 09:18,1,6430,5
99073,306,06/07/2018 09:21,06/07/2018 10:42,1,47383,26
132063,36908,01/19/2019 07:06,01/19/2019 07:30,1,10172,72
189436,4871,01/24/2020 07:42,01/24/2020 08:13,1,2664,31
132483,217,01/22/2019 07:03,01/22/2019 10:57,1,29347,86
9997,251,09/08/2016 12:05,09/08/2016 15:19,1,1355,6
168628,7740,09/09/2019 11:00,09/09/2019 12:16,2,7320,8
146592,264,04/02/2019 15:15,04/02/2019 16:00,1,10989,8
160142,6308,07/05/2019 06:55,07/05/2019 07:06,1,2940,3
139176,9,02/27/2019 08:59,02/27/2019 09:27,1,3326,26
10321,782,09/14/2016 10:40,09/14/2016 13:40,1,1137,1
181526,249,12/02/2019 12:54,12/02/2019 13:17,1,28172,55
105260,608,07/23/2018 14:21,07/23/2018 14:44,1,10711,7
137717,1769,02/19/2019 08:52,02/19/2019 11:00,1,1840,4
154577,5126,05/24/2019 10:45,05/24/2019 11:21,1,2465,2
166521,37154,08/22/2019 11:19,08/22/2019 11:43,1,13200,6
161436,7826,07/16/2019 14:40,07/16/2019 14:56,1,540,2
94652,4581,05/10/2018 11:08,05/10/2018 11:49,1,4591,6
152822,230,05/14/2019 07:21,05/14/2019 09:10,3,18889,32
124220,869,11/15/2018 14:52,11/15/2018 15:49,2,4286,111
162612,1366,07/25/2019 12:14,07/25/2019 12:33,2,2072,12
126984,675,12/06/2018 09:49,12/06/2018 09:59,1,1814,23
152800,128,05/14/2019 13:14,05/14/2019 13:53,3,7453,15
1500,5307,03/18/2016 10:15,03/18/2016 11:44,3,36450,22
89996,6327,04/12/2018 09:29,04/12/2018 13:35,1,22425,12
159608,5491,07/01/2019 09:15,07/01/2019 09:46,1,4160,5
102356,4,07/02/2018 13:39,07/02/2018 15:44,1,46330,18
155595,84,06/03/2019 10:09,06/03/2019 11:22,1,8994,4
185125,142,12/24/2019 09:28,12/25/2019 12:30,2,10380,16
37311,68,03/02/2018 09:24,03/02/2018 09:54,1,0,13
91375,31646,04/19/2018 14:43,04/19/2018 15:27,1,4765,175
126437,100,12/03/2018 15:09,12/03/2018 15:38,1,45500,20
36746,91,02/21/2018 11:36,02/21/2018 12:33,1,19800,3
151080,84,05/01/2019 12:33,05/01/2019 15:39,1,6600,16
185968,6372,01/03/2020 08:02,01/03/2020 08:29,1,3200,10
38201,7788,03/19/2018 11:39,03/19/2018 11:51,1,1680,4
122904,505,11/07/2018 12:00,11/07/2018 13:30,1,8207,6
172232,226,10/01/2019 11:07,10/01/2019 13:02,1,1530,5
88418,382,04/03/2018 10:48,04/03/2018 11:36,1,28050,11
152631,110,05/13/2019 10:14,05/13/2019 10:29,1,3748,5
102408,300,07/02/2018 08:35,07/02/2018 09:08,3,1857,56
35514,363,01/31/2018 10:30,01/31/2018 10:52,2,1869,7
167432,6273,08/29/2019 08:21,08/29/2019 09:09,2,599,4
155834,739,06/04/2019 10:50,06/04/2019 11:10,1,11184,55
175949,42155,10/23/2019 09:22,10/23/2019 09:58,1,1516,27
139376,30762,02/28/2019 08:58,02/28/2019 11:17,1,43904,112
112829,183,09/05/2018 16:16,09/05/2018 17:24,1,14843,34
116163,43,09/27/2018 13:32,09/27/2018 13:42,1,72,1
137306,943,02/18/2019 15:13,02/18/2019 17:24,1,5323,34
151775,150,05/07/2019 10:23,05/07/2019 11:00,1,1875,12
161363,30762,07/16/2019 11:59,07/16/2019 13:24,1,28710,92
140810,33032,03/06/2019 11:21,03/06/2019 13:09,1,726,2
96910,613,05/25/2018 09:26,05/25/2018 09:38,1,291,1
127747,406,12/11/2018 09:05,12/12/2018 03:01,1,33479,26
180672,29809,11/22/2019 11:03,11/22/2019 11:58,1,964,4
107615,97,08/08/2018 15:00,08/08/2018 16:19,1,6901,2
176564,408,10/28/2019 12:04,10/28/2019 12:50,1,5474,151
160910,6301,07/12/2019 07:59,07/12/2019 08:58,3,9464,23
163853,6298,08/02/2019 09:40,08/02/2019 10:00,1,1666,34
88769,27,04/06/2018 15:32,04/06/2018 16:19,1,30528,32
120887,181,10/24/2018 07:12,10/24/2018 07:47,1,4465,9
174667,4552,10/15/2019 11:28,10/15/2019 11:49,1,10125,2
188445,742,01/20/2020 10:15,01/20/2020 16:18,1,46010,38
160539,5406,07/10/2019 09:44,07/10/2019 12:37,3,2759,11
162408,217,07/23/2019 16:18,07/23/2019 17:38,1,46494,90
133327,397,01/28/2019 09:26,01/28/2019 09:50,1,8750,10
121291,5100,10/26/2018 09:29,10/26/2018 10:45,1,3926,11
159122,734,06/28/2019 11:21,06/28/2019 11:56,2,6581,5
108103,3141,08/10/2018 13:19,08/10/2018 14:17,1,16218,14
22026,291,05/10/2017 10:22,05/10/2017 14:31,1,47600,10
157087,34100,06/13/2019 07:28,06/13/2019 07:59,1,4411,8
6270,264,06/24/2016 13:12,06/27/2016 12:57,2,21566,57
126357,382,11/30/2018 09:18,11/30/2018 10:56,1,5806,3
143720,363,03/20/2019 11:52,03/20/2019 12:15,3,3518,19
153089,306,05/15/2019 12:51,05/15/2019 13:04,1,2464,10
163309,351,07/31/2019 11:07,07/31/2019 12:12,1,40800,21
135137,4586,02/05/2019 08:46,02/05/2019 09:17,1,4368,53
131381,32579,01/16/2019 10:12,01/16/2019 10:40,2,4680,0
145476,1571,03/28/2019 09:54,03/28/2019 10:41,2,12564,85
119434,61,10/16/2018 10:06,10/16/2018 10:17,2,17007,141
175856,165,10/23/2019 08:53,10/23/2019 11:40,2,4769,5
91319,91,04/19/2018 12:23,04/19/2018 12:30,1,39600,6
162919,259,07/26/2019 15:39,07/26/2019 16:10,2,19215,10
22478,7675,05/19/2017 10:13,05/22/2017 09:17,1,8530,9
115579,209,09/24/2018 11:18,09/24/2018 11:22,1,10877,1
125748,291,11/28/2018 14:10,11/28/2018 15:11,1,47500,20
168720,403,09/09/2019 13:52,09/09/2019 14:44,1,7935,8
157376,541,06/14/2019 06:35,06/14/2019 07:32,1,227,1
35504,121,01/31/2018 10:30,01/31/2018 11:30,3,24544,152
35223,194,01/26/2018 11:00,01/26/2018 12:51,3,24069,28
16559,1160,01/20/2017 09:25,01/20/2017 09:40,1,163,1
123811,35000,11/13/2018 10:59,11/13/2018 11:37,2,14145,54
134283,102,01/04/2019 07:45,02/04/2019 09:00,1,626,1
162444,30051,07/24/2019 14:52,07/25/2019 05:52,2,5908,11
188953,1054,01/22/2020 08:16,01/22/2020 08:53,1,4400,5
131105,373,01/14/2019 14:40,01/14/2019 15:06,1,7606,3
159259,37487,06/27/2019 09:29,06/27/2019 09:53,1,1448,3
183470,503,12/12/2019 11:45,12/12/2019 12:07,1,744,3
109110,99,08/16/2018 08:29,08/16/2018 08:56,1,5254,12
141091,91,03/07/2019 13:29,03/07/2019 14:27,1,19782,108
188089,29665,01/16/2020 12:13,01/16/2020 12:35,1,25755,33
122128,406,11/01/2018 11:09,11/01/2018 12:14,1,42689,285
129583,6343,12/28/2018 08:29,12/28/2018 12:31,1,4460,5
10272,758,09/13/2016 10:33,09/13/2016 12:38,1,4536,20
35654,5232,02/02/2018 08:49,02/02/2018 09:59,4,3750,26
121236,505,10/26/2018 09:44,10/26/2018 10:13,2,27049,22
130161,519,01/07/2019 12:05,01/07/2019 12:21,1,1838,3
108163,122,08/10/2018 10:00,08/10/2018 11:50,2,11146,32
34851,237,01/19/2018 11:04,01/19/2018 15:27,3,14004,32
159010,32818,06/26/2019 09:41,06/26/2019 10:02,1,408,1
158545,118,06/24/2019 10:04,06/24/2019 11:16,2,21620,68
97077,397,05/29/2018 10:52,05/29/2018 11:27,1,3240,3
172187,5629,10/01/2019 10:09,10/01/2019 11:01,5,43078,288
116032,1255,09/27/2018 11:58,09/27/2018 14:27,2,17232,44
130315,1076,01/08/2019 08:53,01/08/2019 09:27,1,13821,68
38241,706,03/19/2018 06:20,03/19/2018 10:52,2,46429,232
125002,439,12/06/2018 15:55,12/06/2018 16:07,2,3271,9
129574,738,12/28/2018 13:38,12/28/2018 13:57,1,1430,2
144535,813,03/26/2019 10:22,03/26/2019 11:15,1,12104,110
157295,1792,06/21/2019 10:28,06/21/2019 11:29,1,11585,240
189965,32334,01/28/2020 07:56,01/28/2020 08:51,1,17447,366
16505,84,01/19/2017 13:00,01/19/2017 14:05,4,20236,31
143942,1160,03/21/2019 09:48,03/21/2019 11:16,1,16524,24
183099,95,12/11/2019 07:21,12/11/2019 08:01,1,3161,19
115476,33534,09/24/2018 10:53,09/24/2018 11:16,1,10512,24
116147,1215,09/27/2018 08:11,09/27/2018 08:34,1,10885,8
129815,52,01/03/2019 10:01,01/03/2019 10:13,1,4420,165
142962,34742,03/18/2019 12:13,03/18/2019 12:49,1,1239,2
154313,119,05/23/2019 12:18,05/23/2019 13:20,1,11506,14
166963,15,08/26/2019 13:40,08/26/2019 14:11,1,49760,13
90300,869,04/16/2018 07:08,04/16/2018 08:33,1,3800,40
186220,75,01/06/2020 13:07,01/06/2020 17:37,1,2386,11
88685,300,04/09/2018 06:54,04/09/2018 08:20,4,47008,40
160614,386,07/10/2019 08:45,07/10/2019 10:03,4,2404,5
99611,195,06/11/2018 14:30,06/11/2018 15:31,3,4370,37
92901,91,05/03/2018 13:02,05/03/2018 13:52,1,39600,6
177433,1571,11/04/2019 10:00,11/04/2019 10:11,1,4165,35
89144,259,04/09/2018 14:09,04/09/2018 15:06,1,6198,6
136325,99,02/12/2019 12:04,02/12/2019 14:09,3,12186,51
174570,235,10/15/2019 08:16,10/15/2019 09:31,2,1648,3
178650,28284,11/11/2019 07:13,11/11/2019 07:50,1,1564,2
10490,187,09/16/2016 13:15,09/16/2016 14:45,1,3909,19
188723,40233,01/21/2020 09:59,01/21/2020 10:38,3,31992,82
37944,306,03/14/2018 08:29,03/14/2018 10:10,1,46605,25
161621,842,07/17/2019 10:50,07/17/2019 11:26,1,744,15
110949,34448,08/28/2018 10:06,08/28/2018 11:00,1,41964,26
113230,5629,09/07/2018 07:23,09/07/2018 07:58,2,28124,27
134620,71,02/04/2019 13:41,02/04/2019 14:00,3,21030,132
125233,465,11/26/2018 10:15,11/26/2018 11:29,1,35480,38
139939,406,03/04/2019 09:18,03/04/2019 09:40,1,862,4
157584,125,06/17/2019 09:39,06/17/2019 09:54,1,1094,1
103178,27,07/09/2018 14:45,07/09/2018 16:22,1,5204,3
171142,40396,09/25/2019 07:54,09/25/2019 08:17,1,8299,8
163646,300,08/01/2019 12:46,08/01/2019 16:17,9,27002,50
185999,118,01/06/2020 07:43,01/06/2020 09:29,2,29354,31
144856,30762,03/26/2019 06:56,03/26/2019 08:58,1,45040,400
90083,61,04/13/2018 11:27,04/13/2018 13:25,3,8793,26
107762,99,08/08/2018 12:17,08/08/2018 13:01,3,18957,11
123520,110,11/12/2018 07:56,11/12/2018 08:17,1,4648,2
149114,121,04/17/2019 12:49,04/17/2019 13:32,1,3000,23
166485,257,08/22/2019 15:34,08/22/2019 16:17,1,17328,19
172511,457,10/02/2019 11:50,10/02/2019 12:22,1,17,1
158572,30235,06/24/2019 10:35,06/24/2019 12:50,1,20660,10
174878,259,10/16/2019 10:46,10/16/2019 11:14,1,8520,125
128484,1735,12/17/2018 10:03,12/17/2018 10:50,1,191,3
120692,4,10/23/2018 14:47,10/24/2018 03:32,5,46900,57
111058,102,08/28/2018 11:25,08/28/2018 11:54,1,4704,4
168306,4969,09/05/2019 07:10,09/05/2019 07:31,2,2667,8
6096,239,06/22/2016 10:55,06/22/2016 12:48,1,46233,78
136378,35975,02/12/2019 10:12,02/12/2019 10:23,1,3920,7
151373,218,05/03/2019 10:18,05/03/2019 11:55,1,3844,19
117714,5629,10/04/2018 12:50,10/04/2018 13:30,2,11968,99
158189,1571,06/21/2019 09:03,06/21/2019 09:48,1,1172,6
118574,815,10/10/2018 15:20,10/10/2018 15:24,1,0,2
115237,4,09/21/2018 10:18,09/21/2018 11:42,2,47094,44
169586,40018,09/13/2019 08:46,09/13/2019 09:53,4,45597,165
147636,1246,04/08/2019 07:45,04/08/2019 08:01,1,1060,8
158392,406,06/21/2019 15:29,06/21/2019 16:03,1,17895,47
117950,324,10/05/2018 11:22,10/05/2018 11:38,1,357,15
155331,31795,05/31/2019 11:14,05/31/2019 11:50,1,122,2
186406,270,01/07/2020 07:37,01/07/2020 08:00,1,40026,5
163475,306,07/31/2019 04:44,07/31/2019 07:29,1,2782,9
96563,465,05/24/2018 10:08,05/24/2018 10:28,1,900,4
113291,1084,09/07/2018 10:38,09/07/2018 10:46,1,4422,33
187006,119,01/16/2020 09:29,01/16/2020 10:08,4,7428,15
115754,299,09/26/2018 10:10,09/26/2018 11:15,1,11760,4
161201,39621,07/15/2019 11:00,07/15/2019 11:43,1,1250,3
101672,7778,06/25/2018 10:56,06/25/2018 11:44,1,12500,5
3974,128,05/10/2016 12:13,05/11/2016 09:24,5,37153,99
93337,14,05/03/2018 14:11,05/03/2018 14:23,1,2090,2
139496,100,02/28/2019 09:51,02/28/2019 10:41,2,9415,7
142838,35,03/15/2019 11:34,03/15/2019 16:39,1,6055,3
102706,1816,07/05/2018 10:32,07/05/2018 11:19,5,6862,13
